sk_plant,plant_code,plant_name,plant_pengirim
654,B181,CNS-Kebayoran Lama,1108
655,B181,CNS-Kebayoran Lama,1601
656,B162,CNS-SP MAJALENGKA,8003
657,B134,CNS-SP CIKAMPEK,1711
658,B181,CNS-Kebayoran Lama,1602
659,B181,CNS-Kebayoran Lama,1601
660,B160,CNS-BR CIREBON,1701
661,B101,CNS-SP PELABUHAN RATU,1701
662,B120,CNS-BR JAKUTPUS,1701
663,B171,CNS-SP SUBANG,1111
664,B171,CNS-SP SUBANG,8003
665,B163,CNS-SP KUNINGAN,8207
666,B160,CNS-BR CIREBON,1107
667,B150,CNS-BR PADALARANG,1702
668,B185,CNS-BR JAKSEL,1108
669,B185,CNS-BR JAKSEL,1107
670,B110,CNS-BR SERANG,1711
671,B162,CNS-SP MAJALENGKA,1701
672,B141,CNS-SB SOREANG,1701
673,B160,CNS-BR CIREBON,8003
674,B140,CNS-BR GEDEBAGE,1701
675,B110,CNS-BR SERANG,1107
676,B110,CNS-BR SERANG,1602
677,B110,CNS-BR SERANG,1601
678,B120,CNS-BR JAKUTPUS,8003
679,B188,CNS - Pekayon,1108
680,B188,CNS - Pekayon,1107
681,B161,CNS-SP INDRAMAYU,8006
682,B220,CNS-BR TANGERANG,8003
683,B100,CNS-BR SUKABUMI,8003
684,B131,CNS-BR KARAWANG,1705
685,B186,CNS-MANGGARAI,8003
686,B182,CNS-JAKBAR 2,1109
687,B182,CNS-JAKBAR 2,8003
688,B132,CNS-SP PURWAKARTA,8201
689,B132,CNS-SP PURWAKARTA,8003
690,B194,CNS-SP CIKALONG,1701
691,B131,CNS-BR KARAWANG,1109
692,B131,CNS-BR KARAWANG,8003
693,B163,CNS-SP KUNINGAN,8003
694,B101,CNS-SP PELABUHAN RATU,8003
695,B140,CNS-BR GEDEBAGE,8207
696,B191,CNS-SB GARUT,1701
697,B131,CNS-BR KARAWANG,8003
698,B112,CNS-PANDEGLANG,8207
699,B112,CNS-PANDEGLANG,8201
700,B186,CNS-MANGGARAI,8201
701,B186,CNS-MANGGARAI,8207
702,B186,CNS-MANGGARAI,8201
703,B113,CNS-RANGKASBITUNG,8003
704,B163,CNS-SP KUNINGAN,8207
705,B163,CNS-SP KUNINGAN,8201
706,B150,CNS-BR PADALARANG,8003
707,B185,CNS-BR JAKSEL,1107
708,B171,CNS-SP SUBANG,1705
709,B160,CNS-BR CIREBON,8003
710,B100,CNS-BR SUKABUMI,1701
711,B110,CNS-BR SERANG,1601
712,B110,CNS-BR SERANG,1602
713,B185,CNS-BR JAKSEL,8207
714,B193,CNS-SP PAMEUNGPEUK,1701
715,B161,CNS-SP INDRAMAYU,8006
716,B150,CNS-BR PADALARANG,1707
717,B140,CNS-BR GEDEBAGE,8003
718,B160,CNS-BR CIREBON,8003
719,B110,CNS-BR SERANG,8003
720,B163,CNS-SP KUNINGAN,1701
721,B221,CNS-SB CIKUPA,1701
722,B160,CNS-BR CIREBON,8003
723,B221,CNS-SB CIKUPA,8003
724,B188,CNS - Pekayon,8003
725,B130,CNS-BR TAMBUN,8003
726,B143,CNS- M2 KOPO,8003
727,B188,CNS - Pekayon,1707
728,B161,CNS-SP INDRAMAYU,1108
729,B161,CNS-SP INDRAMAYU,1107
730,B161,CNS-SP INDRAMAYU,1101
731,B186,CNS-MANGGARAI,8003
732,B161,CNS-SP INDRAMAYU,8003
733,B191,CNS-SB GARUT,8003
734,B120,CNS-BR JAKUTPUS,1108
735,B120,CNS-BR JAKUTPUS,1601
736,B120,CNS-BR JAKUTPUS,1602
737,B120,CNS-BR JAKUTPUS,1601
738,B120,CNS-BR JAKUTPUS,1707
739,B334,CNS-SB MADIUN,8003
740,B220,CNS-BR TANGERANG,1107
741,B221,CNS-SB CIKUPA,8003
742,B140,CNS-BR GEDEBAGE,1701
743,B100,CNS-BR SUKABUMI,8003
744,B131,CNS-BR KARAWANG,1705
745,B186,CNS-MANGGARAI,8003
746,B191,CNS-SB GARUT,1112
747,B191,CNS-SB GARUT,8003
748,B141,CNS-SB SOREANG,8207
749,B220,CNS-BR TANGERANG,1112
750,B112,CNS-PANDEGLANG,8003
751,B112,CNS-PANDEGLANG,1109
752,B221,CNS-SB CIKUPA,1112
753,B221,CNS-SB CIKUPA,8003
754,B141,CNS-SB SOREANG,8003
755,B102,CNS-SP CIBADAK,8003
756,B188,CNS - Pekayon,1701
757,B220,CNS-BR TANGERANG,1601
758,B110,CNS-BR SERANG,8003
759,B171,CNS-SP SUBANG,8003
760,B182,CNS-JAKBAR 2,1701
761,B140,CNS-BR GEDEBAGE,8003
762,B191,CNS-SB GARUT,8003
763,B193,CNS-SP PAMEUNGPEUK,8207
764,B193,CNS-SP PAMEUNGPEUK,8201
765,B220,CNS-BR TANGERANG,8003
766,B110,CNS-BR SERANG,1701
767,B142,CNS-SB SUMEDANG,8003
768,B142,CNS-SB SUMEDANG,1705
769,B112,CNS-PANDEGLANG,8003
770,B130,CNS-BR TAMBUN,8003
771,B130,CNS-BR TAMBUN,1109
772,B100,CNS-BR SUKABUMI,1701
773,B120,CNS-BR JAKUTPUS,1701
774,B220,CNS-BR TANGERANG,1103
775,B188,CNS - Pekayon,1104
776,B160,CNS-BR CIREBON,1108
777,B182,CNS-JAKBAR 2,1705
778,B182,CNS-JAKBAR 2,8207
779,B132,CNS-SP PURWAKARTA,8003
780,B132,CNS-SP PURWAKARTA,1701
781,B130,CNS-BR TAMBUN,1107
782,B141,CNS-SB SOREANG,8201
783,B141,CNS-SB SOREANG,8207
784,B130,CNS-BR TAMBUN,1711
785,B161,CNS-SP INDRAMAYU,8207
786,B161,CNS-SP INDRAMAYU,8201
787,B220,CNS-BR TANGERANG,8003
788,B188,CNS - Pekayon,8207
789,B111,CNS-SP MALIMPING,1109
790,B140,CNS-BR GEDEBAGE,8003
791,B162,CNS-SP MAJALENGKA,1701
792,B150,CNS-BR PADALARANG,1702
793,B130,CNS-BR TAMBUN,8003
794,B150,CNS-BR PADALARANG,1707
795,B130,CNS-BR TAMBUN,1601
796,B141,CNS-SB SOREANG,1108
797,B120,CNS-BR JAKUTPUS,1108
798,B186,CNS-MANGGARAI,1111
799,B221,CNS-SB CIKUPA,1108
800,B220,CNS-BR TANGERANG,1107
801,B134,CNS-SP CIKAMPEK,8003
802,B182,CNS-JAKBAR 2,1707
803,B111,CNS-SP MALIMPING,1109
804,B111,CNS-SP MALIMPING,8003
805,B130,CNS-BR TAMBUN,8003
806,B100,CNS-BR SUKABUMI,1701
807,B141,CNS-SB SOREANG,8003
808,B141,CNS-SB SOREANG,1109
809,B188,CNS - Pekayon,1601
810,B132,CNS-SP PURWAKARTA,1711
811,B188,CNS - Pekayon,1107
812,B220,CNS-BR TANGERANG,8003
813,B102,CNS-SP CIBADAK,8003
814,B130,CNS-BR TAMBUN,8003
815,B188,CNS - Pekayon,1707
816,B131,CNS-BR KARAWANG,1111
817,B112,CNS-PANDEGLANG,8003
818,B112,CNS-PANDEGLANG,1109
819,B221,CNS-SB CIKUPA,8003
820,B221,CNS-SB CIKUPA,1109
821,B188,CNS - Pekayon,1112
822,B182,CNS-JAKBAR 2,8003
823,B100,CNS-BR SUKABUMI,8201
824,B100,CNS-BR SUKABUMI,8207
825,B120,CNS-BR JAKUTPUS,1601
826,B141,CNS-SB SOREANG,8207
827,B161,CNS-SP INDRAMAYU,8003
828,B188,CNS - Pekayon,1107
829,B188,CNS - Pekayon,8003
830,B188,CNS - Pekayon,1601
831,B182,CNS-JAKBAR 2,1711
832,B142,CNS-SB SUMEDANG,8003
833,B120,CNS-BR JAKUTPUS,1701
834,B112,CNS-PANDEGLANG,8003
835,B112,CNS-PANDEGLANG,1602
836,B150,CNS-BR PADALARANG,1701
837,B113,CNS-RANGKASBITUNG,1109
838,B113,CNS-RANGKASBITUNG,8003
839,B185,CNS-BR JAKSEL,8003
840,B150,CNS-BR PADALARANG,1107
841,B150,CNS-BR PADALARANG,8003
842,B100,CNS-BR SUKABUMI,8003
843,B141,CNS-SB SOREANG,1711
844,B188,CNS - Pekayon,1103
845,B182,CNS-JAKBAR 2,8207
846,B182,CNS-JAKBAR 2,8201
847,B188,CNS - Pekayon,1112
848,B132,CNS-SP PURWAKARTA,8003
849,B130,CNS-BR TAMBUN,1107
850,B141,CNS-SB SOREANG,8201
851,B188,CNS - Pekayon,1601
852,B188,CNS - Pekayon,1602
853,B220,CNS-BR TANGERANG,1602
854,B101,CNS-SP PELABUHAN RATU,8003
855,B221,CNS-SB CIKUPA,1705
856,B150,CNS-BR PADALARANG,1711
857,B134,CNS-SP CIKAMPEK,1701
858,B163,CNS-SP KUNINGAN,1111
859,B163,CNS-SP KUNINGAN,1112
860,B163,CNS-SP KUNINGAN,8003
861,B110,CNS-BR SERANG,8003
862,B120,CNS-BR JAKUTPUS,8003
863,B162,CNS-SP MAJALENGKA,8003
864,B162,CNS-SP MAJALENGKA,1702
865,B193,CNS-SP PAMEUNGPEUK,8003
866,B182,CNS-JAKBAR 2,8003
867,B142,CNS-SB SUMEDANG,8201
868,B130,CNS-BR TAMBUN,1103
869,B182,CNS-JAKBAR 2,8207
870,B188,CNS - Pekayon,8003
871,B101,CNS-SP PELABUHAN RATU,8003
872,B334,CNS-SB MADIUN,1702
873,B161,CNS-SP INDRAMAYU,1107
874,B161,CNS-SP INDRAMAYU,8201
875,B220,CNS-BR TANGERANG,8003
876,B181,CNS-Kebayoran Lama,1107
877,B188,CNS - Pekayon,1711
878,B181,CNS-Kebayoran Lama,1602
879,B181,CNS-Kebayoran Lama,1601
880,B110,CNS-BR SERANG,1104
881,B191,CNS-SB GARUT,1701
882,B111,CNS-SP MALIMPING,8003
883,B171,CNS-SP SUBANG,8003
884,B160,CNS-BR CIREBON,1107
885,B162,CNS-SP MAJALENGKA,8201
886,B142,CNS-SB SUMEDANG,8003
887,B134,CNS-SP CIKAMPEK,8003
888,B130,CNS-BR TAMBUN,8003
889,B221,CNS-SB CIKUPA,1109
890,B111,CNS-SP MALIMPING,1109
891,B140,CNS-BR GEDEBAGE,8207
892,B140,CNS-BR GEDEBAGE,1108
893,B188,CNS - Pekayon,1707
894,B140,CNS-BR GEDEBAGE,1701
895,B220,CNS-BR TANGERANG,1701
896,B182,CNS-JAKBAR 2,8207
897,B182,CNS-JAKBAR 2,8201
898,B182,CNS-JAKBAR 2,8207
899,B188,CNS - Pekayon,1112
900,B132,CNS-SP PURWAKARTA,8003
901,B142,CNS-SB SUMEDANG,8003
902,B142,CNS-SB SUMEDANG,1705
903,B112,CNS-PANDEGLANG,1112
904,B112,CNS-PANDEGLANG,8003
905,B112,CNS-PANDEGLANG,1108
906,B112,CNS-PANDEGLANG,1601
907,B112,CNS-PANDEGLANG,1602
908,B112,CNS-PANDEGLANG,1601
909,B162,CNS-SP MAJALENGKA,8003
910,B140,CNS-BR GEDEBAGE,8201
911,B185,CNS-BR JAKSEL,1103
912,B134,CNS-SP CIKAMPEK,1601
913,B221,CNS-SB CIKUPA,1705
914,B142,CNS-SB SUMEDANG,8201
915,B150,CNS-BR PADALARANG,8003
916,B188,CNS - Pekayon,1103
917,B150,CNS-BR PADALARANG,8003
918,B160,CNS-BR CIREBON,1108
919,B160,CNS-BR CIREBON,1705
920,B182,CNS-JAKBAR 2,8207
921,B182,CNS-JAKBAR 2,8201
922,B132,CNS-SP PURWAKARTA,8003
923,B130,CNS-BR TAMBUN,1107
924,B130,CNS-BR TAMBUN,8207
925,B130,CNS-BR TAMBUN,8201
926,B112,CNS-PANDEGLANG,1109
927,B141,CNS-SB SOREANG,1701
928,B150,CNS-BR PADALARANG,1707
929,B191,CNS-SB GARUT,8003
930,B111,CNS-SP MALIMPING,1112
931,B111,CNS-SP MALIMPING,1109
932,B140,CNS-BR GEDEBAGE,8207
933,B140,CNS-BR GEDEBAGE,8201
934,B140,CNS-BR GEDEBAGE,1707
935,B110,CNS-BR SERANG,1711
936,B130,CNS-BR TAMBUN,8003
937,B130,CNS-BR TAMBUN,1109
938,B140,CNS-BR GEDEBAGE,1103
939,B110,CNS-BR SERANG,8207
940,B112,CNS-PANDEGLANG,1711
941,B112,CNS-PANDEGLANG,8207
942,B112,CNS-PANDEGLANG,8201
943,B112,CNS-PANDEGLANG,1701
944,B185,CNS-BR JAKSEL,1111
945,B185,CNS-BR JAKSEL,1109
946,B131,CNS-BR KARAWANG,1103
947,B182,CNS-JAKBAR 2,8003
948,B182,CNS-JAKBAR 2,1112
949,B150,CNS-BR PADALARANG,8201
950,B140,CNS-BR GEDEBAGE,8003
951,B132,CNS-SP PURWAKARTA,8003
952,B130,CNS-BR TAMBUN,8201
953,B130,CNS-BR TAMBUN,8207
954,B188,CNS - Pekayon,1601
955,B100,CNS-BR SUKABUMI,1711
956,B182,CNS-JAKBAR 2,8003
957,B188,CNS - Pekayon,1107
958,B188,CNS - Pekayon,1112
959,B188,CNS - Pekayon,1601
960,B188,CNS - Pekayon,1111
961,B188,CNS - Pekayon,8003
962,B188,CNS - Pekayon,1701
963,B101,CNS-SP PELABUHAN RATU,8003
964,B220,CNS-BR TANGERANG,1711
965,B220,CNS-BR TANGERANG,1701
966,B161,CNS-SP INDRAMAYU,1107
967,B161,CNS-SP INDRAMAYU,8207
968,B161,CNS-SP INDRAMAYU,8201
969,B161,CNS-SP INDRAMAYU,8207
970,B112,CNS-PANDEGLANG,8003
971,B221,CNS-SB CIKUPA,8003
972,B141,CNS-SB SOREANG,8003
973,B220,CNS-BR TANGERANG,1701
974,B220,CNS-BR TANGERANG,1601
975,B334,CNS-SB MADIUN,8003
976,B110,CNS-BR SERANG,1701
977,B161,CNS-SP INDRAMAYU,1103
978,B130,CNS-BR TAMBUN,1107
979,B181,CNS-Kebayoran Lama,1701
980,B193,CNS-SP PAMEUNGPEUK,8207
981,B220,CNS-BR TANGERANG,1707
982,B132,CNS-SP PURWAKARTA,8003
983,B141,CNS-SB SOREANG,1601
984,B141,CNS-SB SOREANG,1108
985,B130,CNS-BR TAMBUN,1601
986,B220,CNS-BR TANGERANG,8003
987,B220,CNS-BR TANGERANG,1707
988,B150,CNS-BR PADALARANG,8201
989,B101,CNS-SP PELABUHAN RATU,8003
990,B182,CNS-JAKBAR 2,1705
991,B162,CNS-SP MAJALENGKA,8003
992,B130,CNS-BR TAMBUN,8003
993,B142,CNS-SB SUMEDANG,8201
994,B185,CNS-BR JAKSEL,1711
995,B132,CNS-SP PURWAKARTA,8003
996,B141,CNS-SB SOREANG,1103
997,B132,CNS-SP PURWAKARTA,1705
998,B182,CNS-JAKBAR 2,8003
999,B188,CNS - Pekayon,8003
1000,B193,CNS-SP PAMEUNGPEUK,1711
1001,B334,CNS-SB MADIUN,1702
1002,B161,CNS-SP INDRAMAYU,1107
1003,B161,CNS-SP INDRAMAYU,1108
1004,B161,CNS-SP INDRAMAYU,8207
1005,B161,CNS-SP INDRAMAYU,8201
1006,B161,CNS-SP INDRAMAYU,8003
1007,B220,CNS-BR TANGERANG,8003
1008,B220,CNS-BR TANGERANG,1103
1009,B102,CNS-SP CIBADAK,1601
1010,B221,CNS-SB CIKUPA,8003
1011,B221,CNS-SB CIKUPA,1601
1012,B101,CNS-SP PELABUHAN RATU,8003
1013,B140,CNS-BR GEDEBAGE,8003
1014,B185,CNS-BR JAKSEL,1701
1015,B162,CNS-SP MAJALENGKA,1701
1016,B120,CNS-BR JAKUTPUS,8003
1017,B113,CNS-RANGKASBITUNG,8207
1018,B113,CNS-RANGKASBITUNG,8201
1019,B188,CNS - Pekayon,1711
1020,B130,CNS-BR TAMBUN,1601
1021,B182,CNS-JAKBAR 2,1112
1022,B131,CNS-BR KARAWANG,8003
1023,B140,CNS-BR GEDEBAGE,1108
1024,B140,CNS-BR GEDEBAGE,1107
1025,B220,CNS-BR TANGERANG,1711
1026,B188,CNS - Pekayon,1707
1027,B185,CNS-BR JAKSEL,1701
1028,B163,CNS-SP KUNINGAN,8003
1029,B191,CNS-SB GARUT,8201
1030,B221,CNS-SB CIKUPA,1601
1031,B131,CNS-BR KARAWANG,1707
1032,B142,CNS-SB SUMEDANG,8003
1033,B112,CNS-PANDEGLANG,8003
1034,B112,CNS-PANDEGLANG,1601
1035,B130,CNS-BR TAMBUN,8003
1036,B171,CNS-SP SUBANG,8003
1037,B220,CNS-BR TANGERANG,1103
1038,B150,CNS-BR PADALARANG,1711
1039,B100,CNS-BR SUKABUMI,8003
1040,B182,CNS-JAKBAR 2,8207
1041,B188,CNS - Pekayon,1112
1042,B132,CNS-SP PURWAKARTA,8003
1043,B130,CNS-BR TAMBUN,8201
1044,B141,CNS-SB SOREANG,8207
1045,B220,CNS-BR TANGERANG,1109
1046,B220,CNS-BR TANGERANG,1103
1047,B220,CNS-BR TANGERANG,8003
1048,B220,CNS-BR TANGERANG,1705
1049,B220,CNS-BR TANGERANG,1109
1050,B220,CNS-BR TANGERANG,8003
1051,B220,CNS-BR TANGERANG,1701
1052,B220,CNS-BR TANGERANG,8201
1053,B220,CNS-BR TANGERANG,8003
1054,B220,CNS-BR TANGERANG,8207
1055,B220,CNS-BR TANGERANG,8003
1056,B220,CNS-BR TANGERANG,1705
1057,B220,CNS-BR TANGERANG,8201
1058,B220,CNS-BR TANGERANG,8207
1059,B220,CNS-BR TANGERANG,1109
1060,B220,CNS-BR TANGERANG,1112
1061,B220,CNS-BR TANGERANG,1109
1062,B220,CNS-BR TANGERANG,1701
1063,B220,CNS-BR TANGERANG,8003
1064,B220,CNS-BR TANGERANG,1601
1065,B220,CNS-BR TANGERANG,1602
1066,B220,CNS-BR TANGERANG,1601
1067,B220,CNS-BR TANGERANG,8201
1068,B220,CNS-BR TANGERANG,8003
1069,B220,CNS-BR TANGERANG,1601
1070,B220,CNS-BR TANGERANG,1705
1071,B220,CNS-BR TANGERANG,1107
1072,B220,CNS-BR TANGERANG,8003
1073,B220,CNS-BR TANGERANG,8201
1074,B220,CNS-BR TANGERANG,8207
1075,B220,CNS-BR TANGERANG,1109
1076,B220,CNS-BR TANGERANG,8207
1077,B220,CNS-BR TANGERANG,8201
1078,B220,CNS-BR TANGERANG,8003
1079,B220,CNS-BR TANGERANG,8201
1080,B220,CNS-BR TANGERANG,8207
1081,B220,CNS-BR TANGERANG,8003
1082,B220,CNS-BR TANGERANG,1701
1083,B220,CNS-BR TANGERANG,1109
1084,B220,CNS-BR TANGERANG,8003
1085,B220,CNS-BR TANGERANG,1601
1086,B220,CNS-BR TANGERANG,1103
1087,B220,CNS-BR TANGERANG,1104
1088,B220,CNS-BR TANGERANG,8207
1089,B220,CNS-BR TANGERANG,8201
1090,B220,CNS-BR TANGERANG,1705
1091,B220,CNS-BR TANGERANG,1601
1092,B220,CNS-BR TANGERANG,8003
1093,B220,CNS-BR TANGERANG,1602
1094,B220,CNS-BR TANGERANG,8003
1095,B220,CNS-BR TANGERANG,1601
1096,B220,CNS-BR TANGERANG,8003
1097,B220,CNS-BR TANGERANG,1109
1098,B220,CNS-BR TANGERANG,1705
1099,B220,CNS-BR TANGERANG,1601
1100,B220,CNS-BR TANGERANG,1109
1101,B220,CNS-BR TANGERANG,8003
1102,B220,CNS-BR TANGERANG,1103
1103,B220,CNS-BR TANGERANG,1701
1104,B220,CNS-BR TANGERANG,8201
1105,B220,CNS-BR TANGERANG,8003
1106,B220,CNS-BR TANGERANG,1112
1107,B220,CNS-BR TANGERANG,1111
1108,B220,CNS-BR TANGERANG,8003
1109,B220,CNS-BR TANGERANG,1109
1110,B220,CNS-BR TANGERANG,1601
1111,B220,CNS-BR TANGERANG,1701
1112,B220,CNS-BR TANGERANG,1107
1113,B220,CNS-BR TANGERANG,8003
1114,B220,CNS-BR TANGERANG,1705
1115,B220,CNS-BR TANGERANG,8003
1116,B220,CNS-BR TANGERANG,1107
1117,B220,CNS-BR TANGERANG,8003
1118,B220,CNS-BR TANGERANG,1109
1119,B220,CNS-BR TANGERANG,1112
1120,B220,CNS-BR TANGERANG,8003
1121,B220,CNS-BR TANGERANG,1601
1122,B220,CNS-BR TANGERANG,8003
1123,B220,CNS-BR TANGERANG,8207
1124,B220,CNS-BR TANGERANG,8201
1125,B220,CNS-BR TANGERANG,8003
1126,B220,CNS-BR TANGERANG,1107
1127,B220,CNS-BR TANGERANG,1707
1128,B220,CNS-BR TANGERANG,8003
1129,B220,CNS-BR TANGERANG,1707
1130,B220,CNS-BR TANGERANG,8201
1131,B220,CNS-BR TANGERANG,1601
1132,B220,CNS-BR TANGERANG,1104
1133,B220,CNS-BR TANGERANG,8003
1134,B220,CNS-BR TANGERANG,1601
1135,B220,CNS-BR TANGERANG,8201
1136,B220,CNS-BR TANGERANG,1107
1137,B220,CNS-BR TANGERANG,1109
1138,B220,CNS-BR TANGERANG,8003
1139,B220,CNS-BR TANGERANG,8201
1140,B220,CNS-BR TANGERANG,8003
1141,B220,CNS-BR TANGERANG,1109
1142,B220,CNS-BR TANGERANG,1112
1143,B220,CNS-BR TANGERANG,1107
1144,B220,CNS-BR TANGERANG,8207
1145,B220,CNS-BR TANGERANG,1107
1146,B220,CNS-BR TANGERANG,8003
1147,B220,CNS-BR TANGERANG,1107
1148,B220,CNS-BR TANGERANG,8003
1149,B220,CNS-BR TANGERANG,1107
1150,B220,CNS-BR TANGERANG,1707
1151,B220,CNS-BR TANGERANG,1701
1152,B220,CNS-BR TANGERANG,1601
1153,B220,CNS-BR TANGERANG,1602
1154,B220,CNS-BR TANGERANG,1107
1155,B220,CNS-BR TANGERANG,1112
1156,B220,CNS-BR TANGERANG,1109
1157,B220,CNS-BR TANGERANG,1103
1158,B220,CNS-BR TANGERANG,1104
1159,B220,CNS-BR TANGERANG,1103
1160,B220,CNS-BR TANGERANG,8003
1161,B220,CNS-BR TANGERANG,1707
1162,B220,CNS-BR TANGERANG,8003
1163,B220,CNS-BR TANGERANG,8207
1164,B220,CNS-BR TANGERANG,8201
1165,B220,CNS-BR TANGERANG,1109
1166,B220,CNS-BR TANGERANG,1112
1167,B220,CNS-BR TANGERANG,8003
1168,B220,CNS-BR TANGERANG,8207
1169,B220,CNS-BR TANGERANG,1109
1170,B220,CNS-BR TANGERANG,1111
1171,B220,CNS-BR TANGERANG,1705
1172,B220,CNS-BR TANGERANG,8003
1173,B220,CNS-BR TANGERANG,1109
1174,B220,CNS-BR TANGERANG,1602
1175,B220,CNS-BR TANGERANG,1107
1176,B220,CNS-BR TANGERANG,8003
1177,B220,CNS-BR TANGERANG,1109
1178,B220,CNS-BR TANGERANG,8207
1179,B220,CNS-BR TANGERANG,8201
1180,B220,CNS-BR TANGERANG,8003
1181,B220,CNS-BR TANGERANG,1109
1182,B220,CNS-BR TANGERANG,1112
1183,B220,CNS-BR TANGERANG,8003
1184,B220,CNS-BR TANGERANG,1107
1185,B220,CNS-BR TANGERANG,8003
1186,B220,CNS-BR TANGERANG,8207
1187,B220,CNS-BR TANGERANG,8003
1188,B220,CNS-BR TANGERANG,8201
1189,B220,CNS-BR TANGERANG,1103
1190,B220,CNS-BR TANGERANG,8003
1191,B220,CNS-BR TANGERANG,1701
1192,B220,CNS-BR TANGERANG,1707
1193,B220,CNS-BR TANGERANG,1107
1194,B220,CNS-BR TANGERANG,8003
1195,B220,CNS-BR TANGERANG,1112
1196,B220,CNS-BR TANGERANG,1111
1197,B220,CNS-BR TANGERANG,8003
1198,B220,CNS-BR TANGERANG,1109
1199,B220,CNS-BR TANGERANG,8207
1200,B220,CNS-BR TANGERANG,8201
1201,B220,CNS-BR TANGERANG,8207
1202,B220,CNS-BR TANGERANG,1701
1203,B220,CNS-BR TANGERANG,8003
1204,B220,CNS-BR TANGERANG,8207
1205,B220,CNS-BR TANGERANG,1112
1206,B220,CNS-BR TANGERANG,1601
1207,B220,CNS-BR TANGERANG,8003
1208,B220,CNS-BR TANGERANG,1111
1209,B220,CNS-BR TANGERANG,1109
1210,B220,CNS-BR TANGERANG,1705
1211,B220,CNS-BR TANGERANG,8003
1212,B220,CNS-BR TANGERANG,8201
1213,B220,CNS-BR TANGERANG,8003
1214,B220,CNS-BR TANGERANG,1109
1215,B220,CNS-BR TANGERANG,1112
1216,B220,CNS-BR TANGERANG,1602
1217,B220,CNS-BR TANGERANG,1601
1218,B220,CNS-BR TANGERANG,8003
1219,B220,CNS-BR TANGERANG,8207
1220,B220,CNS-BR TANGERANG,8003
1221,B220,CNS-BR TANGERANG,1104
1222,B220,CNS-BR TANGERANG,1705
1223,B220,CNS-BR TANGERANG,8003
1224,B220,CNS-BR TANGERANG,1112
1225,B220,CNS-BR TANGERANG,1109
1226,B220,CNS-BR TANGERANG,1602
1227,B220,CNS-BR TANGERANG,8003
1228,B220,CNS-BR TANGERANG,1707
1229,B220,CNS-BR TANGERANG,8003
1230,B220,CNS-BR TANGERANG,1109
1231,B220,CNS-BR TANGERANG,1601
1232,B220,CNS-BR TANGERANG,1107
1233,B220,CNS-BR TANGERANG,8003
1234,B220,CNS-BR TANGERANG,8201
1235,B220,CNS-BR TANGERANG,8003
1236,B220,CNS-BR TANGERANG,1103
1237,B220,CNS-BR TANGERANG,1701
1238,B220,CNS-BR TANGERANG,8201
1239,B220,CNS-BR TANGERANG,1601
1240,B220,CNS-BR TANGERANG,1602
1241,B220,CNS-BR TANGERANG,8003
1242,B220,CNS-BR TANGERANG,1111
1243,B220,CNS-BR TANGERANG,1109
1244,B220,CNS-BR TANGERANG,1111
1245,B220,CNS-BR TANGERANG,1109
1246,B220,CNS-BR TANGERANG,8003
1247,B220,CNS-BR TANGERANG,1109
1248,B220,CNS-BR TANGERANG,1601
1249,B220,CNS-BR TANGERANG,8003
1250,B220,CNS-BR TANGERANG,1107
1251,B220,CNS-BR TANGERANG,8003
1252,B220,CNS-BR TANGERANG,1112
1253,B220,CNS-BR TANGERANG,1111
1254,B220,CNS-BR TANGERANG,8207
1255,B220,CNS-BR TANGERANG,8003
1256,B220,CNS-BR TANGERANG,1602
1257,B220,CNS-BR TANGERANG,8003
1258,B220,CNS-BR TANGERANG,1601
1259,B220,CNS-BR TANGERANG,1112
1260,B220,CNS-BR TANGERANG,8003
1261,B220,CNS-BR TANGERANG,1601
1262,B220,CNS-BR TANGERANG,8003
1263,B220,CNS-BR TANGERANG,1109
1264,B220,CNS-BR TANGERANG,1112
1265,B220,CNS-BR TANGERANG,1601
1266,B220,CNS-BR TANGERANG,1107
1267,B220,CNS-BR TANGERANG,8003
1268,B220,CNS-BR TANGERANG,1601
1269,B220,CNS-BR TANGERANG,8003
1270,B220,CNS-BR TANGERANG,1107
1271,B220,CNS-BR TANGERANG,1109
1272,B220,CNS-BR TANGERANG,1107
1273,B220,CNS-BR TANGERANG,8003
1274,B220,CNS-BR TANGERANG,1109
1275,B220,CNS-BR TANGERANG,1705
1276,B220,CNS-BR TANGERANG,8207
1277,B220,CNS-BR TANGERANG,1112
1278,B220,CNS-BR TANGERANG,1109
1279,B220,CNS-BR TANGERANG,8207
1280,B220,CNS-BR TANGERANG,1705
1281,B220,CNS-BR TANGERANG,8003
1282,B220,CNS-BR TANGERANG,1602
1283,B220,CNS-BR TANGERANG,1601
1284,B220,CNS-BR TANGERANG,1103
1285,B220,CNS-BR TANGERANG,8003
1286,B220,CNS-BR TANGERANG,1109
1287,B220,CNS-BR TANGERANG,1112
1288,B220,CNS-BR TANGERANG,8003
1289,B220,CNS-BR TANGERANG,1109
1290,B220,CNS-BR TANGERANG,1705
1291,B220,CNS-BR TANGERANG,1107
1292,B220,CNS-BR TANGERANG,8003
1293,B220,CNS-BR TANGERANG,1112
1294,B220,CNS-BR TANGERANG,8003
1295,B220,CNS-BR TANGERANG,1109
1296,B220,CNS-BR TANGERANG,1103
1297,B220,CNS-BR TANGERANG,8201
1298,B220,CNS-BR TANGERANG,1112
1299,B220,CNS-BR TANGERANG,8201
1300,B220,CNS-BR TANGERANG,8003
