sk_vendor,vendor_code,license_no,jenis_mobil
528,0000502777,B 9091 BEU,1T.BUILT UP
529,0000503520,B 9054 VXR,1T.ENGKEL
530,0000503520,B 9052 VXR,1T.ENGKEL
531,0000503520,B 9624 VCA,1T.ENGKEL
532,0000505138,B 9357 TXT,1.KUBIKASI
533,0000502777,B 9013 BEU,1T.BUILT UP
534,0000501246,B 9694 UEV,1T.BUILT UP
535,0000503421,B 9075 PXS,CD/8FJJ01/INDRA
536,0000505138,B 9644 TEV,BU/25KB04/AWAN
537,0000503421,B 9180 PXT,FUSO
538,0000505138,B 9590 TEW,BU/20CT02/FIKRI
539,0000505138,B 9299 TEX,1.KUBIKASI
540,0000505138,B 9790 TEW,BU/25CB04/FIKRI
541,0000503421,B 9684 PEU,BU/25CB04/HASAN
542,0000503421,B 9538 PEU,1T.BUILT UP
543,0000502777,B 9210 BYU,1T.BUILT UP
544,0000503421,B 9970 PXS,CD/8FCP08/RIKI
545,0000505138,B 9336 TXT,BU/18CT08/HERYDJ
546,0000505138,B 9683 TEY,BU/25CS02/FIKRI
547,0000505733,B 9066 VEU,1.KUBIKASI
548,0000505769,D 9015 AF,BU/KGCB08/FIKRI
549,0000503421,B 9684 PEU,BU/25CB04/RIKI
550,0000503520,B 9053 VXR,1T.ENGKEL
551,0000507232,B 9807 PXS,BU/25CJ01/FIKRI
552,0000505138,B 9076 TEV,BU/20CC09/FIKRI
553,0000505138,B 9180 TEV,BU/25JJ05/INDRA
554,0000505138,B 9571 TEV,KUBIKASI
555,0000505138,B 9413 TEU,BU/25CJ01/FIKRI
556,0000503520,B 9054 VXR,1T.ENGKEL
557,0000505733,B 9318 UXU,1.KUBIKASI
558,0000502777,B 9879 WG,1T.BUILT UP
559,0000502777,B 9013 BEU,1T.BUILT UP
560,0000505138,B 9929 TEV,BU/25CB04/HASAN
561,0000503849,B 9318 UXS,1T.ENGKEL
562,0000502777,B 9527 BYY,1T.BUILT UP
563,0000505138,B 9193 TEW,1.KUBIKASI
564,0000503421,B 9974 PXS,FUSO
565,0000505138,B 9304 TEX,1T.BUILT UP
566,0000504927,B 9038 NEU,BU/25CT02/FIKRI
567,0000505138,B 9671 TEV,1T.BUILT UP
568,0000505138,B 9122 TEV,1.KUBIKASI
569,0000505138,B 9787 TEY,BU/25JS11/ANDRI
570,0000505138,B 9071 TEY,BU/25CJ01/RIKI
571,0000505138,B 9407 TEV,BU/25JB20/INDRA
572,0000505138,B 9193 TEW,1.KUBIKASI
573,0000505138,B 9934 TEX,BU/25CS03/FIKRI
574,0000506222,BE 9049 YV,KUBIKASI
575,0000503421,B 9218 PXR,FUSO
576,0000505138,B 9138 TEY,BU/25JJ05/ANDRI
577,0000502777,B 9091 BEU,1T.BUILT UP
578,0000502223,B 9870 RY,1T.TRONTON
579,0000505138,B 9237 TEY,1KUBIKASI
580,0000505769,D 9074 BA,BUILD UP
581,0000505138,B 9122 TEV,1.KUBIKASI
582,0000505138,B 9450 TXT,1T.BUILT UP
583,0000505138,B 9977 TEW,KUBIKASI
584,0000503421,B 9505 YN,FUSO
585,0000502777,B 9883 BEU,1T.BUILT UP
586,0000506234,D 9043 AF,1T.BUILT UP
587,0000503849,B 9416 UXS,1T.ENGKEL
588,0000505138,B 9534 TEW,1.KUBIKASI
589,0000505138,B 9349 TEV,BU/25CT01/FIKRI
590,0000505138,B 9304 TEX,1T.BUILT UP
591,0000505138,B 9016 TXU,BU/DCK028/FIKRI
592,0000503421,B 9732 PEU,1T.BUILT UP
593,0000503421,B 9683 PEU,1T.BUILT UP
594,0000505769,D 9876 AE,BU/GBCB04/FIKRI
595,0000503520,B 9054 VXR,1T.ENGKEL
596,0000505138,B 9734 TXT,BU/DCC034/FIKRI
597,0000505138,B 9505 TEW,KUBIKASI
598,0000503374,D 9257 AC,1.KUBIKASI
599,0000505138,B 9010 TEY,1.KUBIKASI
600,0000505138,B 9905 TEU,1.KUBIKASI
601,0000505138,B 9573 TEY,BU/25CB03/FIKRI
602,0000503421,B 9644 PEU,1T.BUILT UP
603,0000502223,B 9731 QD,1T.TRONTON
604,0000503520,B 9050 VXR,1T.ENGKEL
605,0000505733,B 9023 VEU,1.KUBIKASI
606,0000502777,B 9002 XA,1T.BUILT UP
607,0000502777,B 9618 UO,1T.BUILT UP
608,0000503520,B 9053 VXR,1T.ENGKEL
609,0000503520,B 9052 VXR,1T.ENGKEL
610,0000506234,Z 9012 MG,1T.BUILT UP
611,0000507232,B 9039 FEV,BU/25CC01/RIKI
612,0000503520,B 9052 VXR,1T.ENGKEL
613,0000505138,B 9692 TEY,BU/20CC09/FIKRI
614,0000506512,B 9277 JXR,CD/8FCP02/RIKI
615,0000503421,B 9759 PEU,BU/25CJ01/RIKI
616,0000503421,B 9732 PEU,1.KUBIKASI
617,0000503978,B 9796 UEW,BUILT UP
618,0000502777,B 9091 BEU,1T.BUILT UP
619,0000504159,B 9678 FYV,BU/25KB04/AWAN
620,0000503520,B 9054 VXR,1T.ENGKEL
621,0000505138,B 9043 TEW,BU/20CS03/FIKRI
622,0000505138,B 9945 TEV,BU/25CM01/RIKI
623,0000505138,B 9045 TEZ,BU/25CB04/FIKRI
624,0000502777,B 9013 BEU,1T.BUILT UP
625,0000505138,B 9030 TEY,BU/25CB04/FIKRI
626,0000502777,B 9269 BEU,1T.BUILT UP
627,0000502777,B 9527 BYY,1T.BUILT UP
628,0000505138,B 9193 TEW,1.KUBIKASI
629,0000505138,B 9462 TXT,1.KUBIKASI
630,0000500075,F 8815 AQ/EP.SEKAWAN,TRUCK ENGKEL BOX
631,0000503421,B 9281 PXS,1T.BUILT UP
632,0000505138,B 9671 TEV,1T.BUILT UP
633,0000505138,B 9098 TEV,BU/25CK03/FIKRI
634,0000505138,B 9122 TEV,1.KUBIKASI
635,0000503421,B 9538 PEU,1T.BUILT UP
636,0000503421,B 9505 YN,FUSO
637,0000501246,B 9689 UEV,1T.BUILT UP
638,0000503421,B 9076 PXS,CD/8FCC09/RIKI
639,0000505733,B 9088 VEU,1.KUBIKASI
640,0000502777,B 9085 BEU,1T.BUILT UP
641,0000505138,B 9907 TEY,1.KUBIKASI
642,0000506234,A 8416 ZN,TRONTON
643,0000505769,B 9390 FYU,BU/KGCG01/RIKI
644,0000505187,B 9036 BOA,1T.BUILT UP
645,0000503763,B 9922 TXR,FUSO
646,0000506865,B 9708 S,BUILT UP
647,0000502777,B 9618 KA,1T.BUILT UP
648,0000503978,B 9796 UEW,BUILT UP
649,0000505733,B 9462 PEU,1.KUBIKASI
650,0000503520,B 9054 VXR,1T.ENGKEL
651,0000505138,B 9407 TEV,BU/25CS02/HASAN
652,0000502777,B 9013 BEU,1T.BUILT UP
653,0000505138,B 9580 TEY,BU/25CS01/HASAN
654,0000502777,B 9527 BYY,1T.BUILT UP
655,0000503421,B 9974 PXS,FUSO
656,0000503421,B 9982 PXS,CD/8FCP09/FIKRI
657,0000500075,F 8815 AQ/EP.SEKAWAN,TRUCK ENGKEL BOX
658,0000503421,B 9513 PEU,BU/25JB11/INDRA
659,0000502777,B 9527 BYY,1T.BUILT UP
660,0000502777,B 9883 BEU,1T.BUILT UP
661,0000500755,B 9713 CRW,1T.BUILT UP
662,0000503421,B 9759 PEU,BU/25CK01/FIKRI
663,0000505138,B 9127 TEW,BU/25CT02/RIKI
664,0000502777,B 9155 BEU,1T.BUILT UP
665,0000503421,B 9732 PEU,1T.BUILT UP
666,0000505138,B 9450 TXT,1.KUBIKASI
667,0000505138,B 9198 TEX,1.KUBIKASI
668,0000505733,B 9099 VEU,1.KUBIKASI
669,0000505138,B 9412 TEV,BU/25JB19/INDRA
670,0000502777,B 9118 AU,1T.BUILT UP
671,0000506461,B 9478 SEU,1T.BUILT UP
672,0000502223,B 9731 QD,1T.TRONTON
673,0000505733,B 9462 PEU,1.KUBIKASI
674,0000505138,B 9781 TEV,1T.BUILT UP
675,0000503421,B 9195 TEX,BU/25JJ05/HERYDJ
676,0000505138,B 9718 TEW,1KUBIKASI
677,0000505138,B 9183 TEZ,1.KUBIKASI
678,0000503421,B 9683 PEU,1T.BUILT UP
679,0000505138,B 9069 TEY,BU/25CB04/FIKRI
680,0000505138,B 9671 TEV,1T.BUILT UP
681,0000505138,B 9098 TEV,BU/25CK03/FIKRI
682,0000505138,B 9122 TEV,1.KUBIKASI
683,0000505733,B 9221 PXS,1.KUBIKASI
684,0000506865,B 9254 XQ,BUILD UP
685,0000503421,B 9654 PEU,1T.BUILT UP
686,0000500755,B 9904 CRW,1T.BUILT UP
687,0000503421,B 9644 PEU,1T.BUILT UP
688,0000505138,B 9650 TEY,1.KUBIKASI
689,0000505138,B 9031 TEW,1T.BUILT UP
690,0000507232,B 9901 PEU,BU/25CB03/FIKRI
691,0000505138,B 9118 TEV,1.KUBIKASI
692,0000500755,B 9713 CRW,1T.BUILT UP
693,0000505733,B 9318 UXU,1.KUBIKASI
694,0000505138,B 9010 TEY,BU/20CT02/FIKRI
695,0000505733,B 9221 PXS,1.KUBIKASI
696,0000505733,B 9051 PXS,1.KUBIKASI
697,0000503849,B 9318 UXS,FUSO
698,0000503421,B 9762 PEU,1T.BUILT UP
699,0000505138,B 9611 TEW,BU/25CS03/RIKI
700,0000505733,B 9039 VEU,1.KUBIKASI
701,0000505769,D 9016 AE,BU/DCS068/HASAN
702,0000501246,B 9635 BEU,1T.BUILT UP
703,0000505138,B 9642 TEY,1.KUBIKASI
704,0000503421,B 9759 PEU,BU/25CS01/HASAN
705,0000505138,B 9071 TEY,BU/25CJ01/HASAN
706,0000505138,B 9096 TXT,1.KUBIKASI
707,0000503421,B 9505 PEU,1T.BUILT UP
708,0000502777,B 9084 BEU,1T.BUILT UP
709,0000505138,B 9148 TEY,BU/25CT02/HASAN
710,0000505138,B 9938 TEY,KUBIKASI
711,0000502777,B 9155 BEU,1T.BUILT UP
712,0000505138,B 9032 TEY,BU/25CP01/HASAN
713,0000503421,B 9284 PXS,1T.BUILT UP
714,0000506865,B 9254 XQ,BUILD UP
715,0000505138,B 9145 TEW,BU/20CT03/HASAN
716,0000503978,B 9959 UEW,BUILT UP
717,0000503421,B 9634 PEU,1T.BUILT UP
718,0000505145,N 8286 UQ,BUILT UP
719,0000503520,B 9053 VXR,1T.ENGKEL
720,0000505733,B 9051 PXS,1.KUBIKASI
721,0000505138,B 9427 TEV,BU/25CM01/HASAN
722,0000505138,B 9557 TEY,BU/25KB04/AWAN
723,0000505733,B 9730 PEU,1.KUBIKASI
724,0000503421,B 9844 PEU,BU/25JB11/INDRA
725,0000503421,B 9281 PXS,1T.BUILT UP
726,0000502777,B 9527 BYY,1T.BUILT UP
727,0000505138,B 9100 TXT,1T.BUILT UP
728,0000506461,B 9478 SEU,1T.BUILT UP
729,0000505138,B 9114 TEV,1.KUBIKASI
730,0000505138,B 9505 TEW,1KUBIKASI
731,0000502777,B 9618 UO,1T.BUILT UP
732,0000506461,B 9426 SEU,1T.BUILT UP
733,0000505138,B 9194 TEX,BU/25JT08/HERYDJ
734,0000503520,A 8191 WX,1T.ENGKEL
735,0000505138,B 9642 TEY,1.KUBIKASI
736,0000503421,B 9759 PEU,BU/25CS01/HASAN
737,0000505733,B 9578 PEU,1.KUBIKASI
738,0000505138,B 9628 TEV,1KUBIKASI
739,0000505138,B 9041 TEW,BU/20CP01/HASAN
740,0000505138,B 9204 TEZ,1KUBIKASI
741,0000503421,B 9634 PEU,1T.BUILT UP
742,0000505138,B 9027 TEX,1T.BUILT UP
743,0000505138,B 9260 TXT,1.KUBIKASI
744,0000505138,B 9220 TEW,BU/25JB19/ANDRI
745,0000505733,B 9039 VEU,1.KUBIKASI
746,0000505138,B 9100 TXT,1.KUBIKASI
747,0000503421,B 9762 PEU,1T.BUILT UP
748,0000505138,B 9450 TXT,1.KUBIKASI
749,0000505138,B 9121 TEV,1.KUBIKASI
750,0000505138,B 9764 TEU,KUBIKASI
751,0000505138,B 9733 TEW,1T.BUILT UP
752,0000506234,D 8711 AZ,TRONTON
753,0000502223,B 9731 QD,1T.TRONTON
754,0000505138,B 9204 TEZ,1KUBIKASI
755,0000505138,B 9413 TEV,1.KUBIKASI
756,0000505138,B 9628 TEV,1KUBIKASI
757,0000505138,B 9059 TEY,BU/20CT02/FIKRI
758,0000505733,B 9039 VEU,1.KUBIKASI
759,0000505138,B 9018 TEV,BU/25CJ01/HASAN
760,0000500755,B 9904 CRW,1T.BUILT UP
761,0000503421,B 9634 PEU,1T.BUILT UP
762,0000505138,B 9425 TEW,BU/25CB04/FIKRI
763,0000501246,B 9623 UEV,1T.BUILT UP
764,0000503520,B 9053 VXR,1T.ENGKEL
765,0000505138,B 9718 TEW,1.KUBIKASI
766,0000505733,B 9042 UEN,1.KUBIKASI
767,0000505138,B 9409 TEV,1T.BUILT UP
768,0000505769,A 9035 ZN,BU/GBCB04/FIKRI
769,0000503421,B 9505 PEU,1T.BUILT UP
770,0000505138,B 9938 TEY,KUBIKASI
771,0000505138,B 9460 TEY,1.KUBIKASI
772,0000502777,B 9883 BEU,1T.BUILT UP
773,0000503421,B 9284 PXS,1T.BUILT UP
774,0000506865,B 9254 XQ,BUILD UP
775,0000505138,B 9628 TEV,1KUBIKASI
776,0000505138,B 9238 TEX,1.KUBIKASI
777,0000505138,B 9277 TEW,1.KUBIKASI
778,0000505138,B 9826 TEU,BU/25CT02/HASAN
779,0000505769,D 9881 AE,BU/GBCB04/HASAN
780,0000505138,B 9534 TEW,BU/25CC01/HASAN
781,0000503849,B 9164 UEU,1T.BUILT UP
782,0000500755,B 9713 CRW,1T.BUILT UP
783,0000506461,B 9426 SEU,1T.BUILT UP
784,0000503849,B 9112 UEV,1T.BUILT UP
785,0000505138,B 9435 TEV,BU/25KM06/AWAN
786,0000503849,B 9416 UXS,1T.ENGKEL
787,0000503421,B 9263 PXS,1T.BUILT UP
788,0000506865,B 9219 FP,BUILD UP
789,0000503421,B 9731 PEU,1T.BUILT UP
790,0000505138,B 9938 TEY,KUBIKASI
791,0000505138,B 9413 TEV,1.KUBIKASI
792,0000505138,B 9469 TEV,1T.BUILT UP
793,0000504861,L 9665 UY,BU/BKM005/AWAN
794,0000505138,B 9047 TEY,1.KUBIKASI
795,0000503978,B 9959 UEW,BUILT UP
796,0000503421,B 9634 PEU,1T.BUILT UP
797,0000503520,B 9050 VXR,1T.ENGKEL
798,0000505138,B 9031 TEW,BU/25CB03/FIKRI
799,0000503520,B 9053 VXR,1T.ENGKEL
800,0000505138,B 9623 TEX,1.KUBIKASI
801,0000505769,B 9392 FYU,BU/KGCG01/FIKRI
802,0000503520,B 9051 VXR,1T.ENGKEL
803,0000505733,B 9318 UXU,1.KUBIKASI
804,0000502777,B 9639 BYZ,1T.BUILT UP
805,0000507032,B 9413 NRV,TRONTON
806,0000505733,B 9088 VEU,1.KUBIKASI
807,0000502777,B 9618 VS,1T.BUILT UP
808,0000505138,B 9260 TXT,1.KUBIKASI
809,0000503421,B 9762 PEU,1T.BUILT UP
810,0000503520,B 9053 VXR,1T.ENGKEL
811,0000506865,N 8138 UH,BUILD UP
812,0000502777,B 9885 BEU,1T.BUILT UP
813,0000505138,B 9696 TEY,BU/25JB19/HERYDJ
814,0000505138,B 9233 TEY,BU/25CB04/RIKI
931,0000501246,B 9635 BEU,1T.BUILT UP
815,0000505138,B 9533 TEY,BU/25CT02/FIKRI
816,0000505138,B 9938 TEY,KUBIKASI
817,0000505138,B 9460 TEY,1.KUBIKASI
818,0000502777,B 9155 BEU,1T.BUILT UP
819,0000505733,B 9039 VEU,1.KUBIKASI
820,0000505769,D 9016 AE,BU/DCS068/HASAN
821,0000501246,B 9635 BEU,1T.BUILT UP
822,0000500755,B 9904 CRW,1T.BUILT UP
823,0000503421,B 9634 PEU,1T.BUILT UP
824,0000503849,B 9084 UEV,1T.BUILT UP
825,0000505769,D 9601 AF,BUILD UP
826,0000503520,B 9054 VXR,1T.ENGKEL
827,0000505138,B 9462 TXT,1.KUBIKASI
828,0000505138,B 9122 TEV,BU/25CT02/HASAN
829,0000506865,B 9219 FP,BUILD UP
830,0000505733,B 9042 UEN,1.KUBIKASI
831,0000503421,B 9505 PEU,1T.BUILT UP
832,0000505138,B 9180 TEX,1.KUBIKASI
833,0000502777,B 9084 BEU,1T.BUILT UP
834,0000505138,B 9970 TXT,BU/DCC034/HASAN
835,0000505138,B 9938 TEY,KUBIKASI
836,0000502777,B 9883 BEU,1T.BUILT UP
837,0000503421,B 9284 PXS,1T.BUILT UP
838,0000505138,B 9733 TEW,KUBIKASI
839,0000505138,B 9100 TXT,1.KUBIKASI
840,0000505769,D 9878 AE,BU/KGCB08/FIKRI
841,0000503421,B 9844 PEU,BU/25JB11/INDRA
842,0000505733,B 9315 UXU,1.KUBIKASI
843,0000503520,B 9053 VXR,1T.ENGKEL
844,0000506865,N 8138 UH,BUILD UP
845,0000505461,D 9853 UB,BU/25JB11/INDRA
846,0000505138,B 9534 TEY,BU/20CS03/HASAN
847,0000505138,B 9193 TEW,1.KUBIKASI
848,0000505138,B 9078 TEX,1.KUBIKASI
849,0000503421,B 9514 SYM,FUSO
850,0000505138,B 9409 TEV,BU/25CP04/FIKRI
851,0000503763,B 9922 TXR,FUSO
852,0000505138,B 9573 TEY,BU/25CP04/FIKRI
853,0000503520,B 9054 VXR,1T.ENGKEL
854,0000503421,B 9644 PEU,1T.BUILT UP
855,0000503421,B 9731 PEU,1T.BUILT UP
856,0000505769,D 9602 AF,BUILD UP
857,0000505733,B 9051 PXS,1.KUBIKASI
858,0000502777,B 9155 BEU,1T.BUILT UP
859,0000505138,B 9733 TEW,KUBIKASI
860,0000505138,B 9628 TEV,1KUBIKASI
861,0000507232,B 9807 PXS,BU/25CS01/RIKI
862,0000503421,B 9631 PEU,1T.BUILT UP
863,0000505138,B 9204 TEZ,1KUBIKASI
864,0000505138,B 9413 TEV,1.KUBIKASI
865,0000505138,B 9628 TEV,1KUBIKASI
866,0000505138,B 9413 TEV,1.KUBIKASI
867,0000505138,B 9466 TEW,BU/25CB03/RIKI
868,0000505138,B 9469 TEV,1T.BUILT UP
869,0000505138,B 9035 TEZ,BU/20CT02/RIKI
870,0000507232,B 9895 PEU,BU/25CT02/FIKRI
871,0000505138,B 9047 TEY,1.KUBIKASI
872,0000503978,B 9959 UEW,BUILT UP
873,0000500755,B 9904 CRW,1T.BUILT UP
874,0000502777,B 9879 WG,1T.BUILT UP
875,0000505138,B 9650 TEY,1.KUBIKASI
876,0000505138,B 9533 TEY,BU/20CT02/FIKRI
877,0000505138,B 9118 TEV,1.KUBIKASI
878,0000505138,B 9152 TEW,1KUBIKASI
879,0000505138,B 9905 TEV,BU/20CS03/FIKRI
880,0000505138,B 9089 TXT,1.KUBIKASI
881,0000503421,B 9791 PEU,1T.BUILT UP
882,0000503421,B 9662 PEU,BU/25CJ01/FIKRI
883,0000503849,B 9318 UXS,FUSO
884,0000505138,B 9127 TEW,BU/25JT08/HERYDJ
885,0000501246,B 9438 BEU,1T.BUILT UP
886,0000506234,D 9136 AG,1T.BUILT UP
887,0000503421,B 9654 PEU,1T.BUILT UP
888,0000505138,B 9886 TEY,BU/25JT08/ANDRI
889,0000505769,D 9601 AF,BUILD UP
890,0000505138,B 9891 TEU,1.KUBIKASI
891,0000505138,B 9983 TEY,BU/25CT02/FIKRI
892,0000503849,B 9110 UEV,1T.BUILT UP
893,0000505138,B 9642 TEY,1.KUBIKASI
894,0000506865,B 9219 FP,BUILD UP
895,0000505997,B 9006 BXT,CD/GFCJ01/HASAN
896,0000502777,B 9155 BEU,1T.BUILT UP
897,0000505138,B 9141 TEW,1.KUBIKASI
898,0000505138,B 9868 TEX,BU/25CP01/FIKRI
899,0000503421,B 9631 PEU,1T.BUILT UP
900,0000505138,B 9413 TEV,1.KUBIKASI
901,0000503421,B 9009 PXS,CD/8FCP08/HASAN
902,0000506149,AG 8552 AB,BU/20KM05/AWAN
903,0000505138,B 9047 TEY,1.KUBIKASI
904,0000503978,B 9959 UEW,BUILT UP
905,0000503849,B 9046 WF,1T.BUILT UP
906,0000503421,B 9791 PEU,1T.BUILT UP
907,0000505138,B 9114 TEX,1KUBIKASI
908,0000503421,B 9721 PEU,1T.BUILT UP
909,0000503421,B 9281 PXS,1T.BUILT UP
910,0000505138,B 9733 TEW,1.KUBIKASI
911,0000505138,B 9891 TEU,1.KUBIKASI
912,0000505733,B 9051 PXS,1.KUBIKASI
913,0000506512,B 9298 JXR,CD/8FCJ01/RIKI
914,0000505138,B 9427 TEV,BU/25CM01/HASAN
915,0000505138,B 9505 TEW,1.KUBIKASI
916,0000503421,B 9654 BCC,FUSO
917,0000505138,B 9767 TEW,BU/20CB02/HASAN
918,0000503421,B 9281 PXS,1T.BUILT UP
919,0000503421,B 9655 PEU,1T.BUILT UP
920,0000503421,B 9290 PXS,1T.BUILT UP
921,0000502777,B 9885 BEU,1T.BUILT UP
922,0000507232,B 9144 BEV,BU/25CT02/FIKRI
923,0000505138,B 9696 TEY,BU/25JB19/HERYDJ
924,0000506512,B 9514 UXV,CD/8FCJ01/RIKI
925,0000502777,B 9210 BYU,1T.BUILT UP
926,0000502777,B 9917 BEU,1T.BUILT UP
927,0000506865,B 9290 ER,BUILD UP
928,0000502777,B 9089 BEU,1T.BUILT UP
929,0000505138,B 9344 TEV,BU/25JK07/INDRA
930,0000505733,B 9039 VEU,1.KUBIKASI
932,0000500755,B 9904 CRW,1T.BUILT UP
933,0000503421,B 9634 PEU,1T.BUILT UP
934,0000505138,B 9642 TEY,1.KUBIKASI
935,0000503421,B 9279 PXS,1T.BUILT UP
936,0000505138,B 9096 TXT,1.KUBIKASI
937,0000505138,B 9466 TEV,BU/20CB01/FIKRI
938,0000505138,B 9409 TEV,1T.BUILT UP
939,0000505138,B 9938 TEY,KUBIKASI
940,0000505138,B 9460 TEY,1.KUBIKASI
941,0000502777,B 9883 BEU,1T.BUILT UP
942,0000505138,B 9733 TEW,KUBIKASI
943,0000506865,B 9254 XQ,BUILD UP
944,0000503421,B 9802 PEU,1T.BUILT UP
945,0000505138,B 9427 TXT,1.KUBIKASI
946,0000503421,B 9290 PXS,1T.BUILT UP
947,0000503421,B 9815 PEU,1T.BUILT UP
948,0000503421,B 9956 PXR,2T.BUILT UP
949,0000503421,B 9785 PEU,BU/20CT02/DEDI
950,0000503421,B 9655 PEU,1T.BUILT UP
951,0000505138,B 9411 TEV,BU/25CT02/RIKI
952,0000505138,B 9494 TEV,BUILT UP
953,0000501246,B 9192 BEU,1T.BUILT UP
954,0000505138,B 9545 TEY,KUBIKASI
955,0000503421,B 9956 PXR,1T.BUILT UP
956,0000503421,B 9660 PEU,BU/25CJ01/HASAN
957,0000505138,B 9267 TXT,BUILT UP
958,0000505138,B 9881 TEW,BUILT UP
959,0000505138,B 9797 TEY,1.KUBIKASI
960,0000503421,B 9655 PEU,1T.BUILT UP
961,0000505138,B 9411 TEV,BU/25CT02/RIKI
962,0000501246,B 9192 BEU,1T.BUILT UP
963,0000505138,B 9304 TEX,1.KUBIKASI
964,0000505138,B 9611 TEX,KUBIKASI
965,0000503421,B 9956 PXR,1T.BUILT UP
966,0000505138,B 9285 TXT,1T.BUILT UP
967,0000505138,B 9494 TEV,1.KUBIKASI
968,0000503421,B 9660 PEU,BU/25CJ01/HASAN
969,0000505138,B 9494 TEV,1.KUBIKASI
970,0000501246,B 9842 BXR,1T.BUILT UP
971,0000503421,B 9815 PEU,1T.BUILT UP
972,0000503421,B 9956 PXR,2T.BUILT UP
973,0000505138,B 9267 TXT,BUILT UP
974,0000505138,B 9881 TEW,BUILT UP
975,0000505138,B 9797 TEY,1.KUBIKASI
976,0000505138,B 9304 TEX,BUILT UP
977,0000505138,B 9611 TEX,KUBIKASI
978,0000501246,B 9356 BEU,1T.BUILT UP
979,0000505138,B 9105 TXT,1.KUBIKASI
980,0000505138,B 9918 TXT,BUILT UP
981,0000505138,B 9299 TEX,
982,0000503421,B 9279 PXS,1T.BUILT UP
983,0000505138,B 9439 TEV,BU/25CT02/RIKI
984,0000501246,B 9643 WX,1T.BUILT UP
985,0000501246,B 9356 BEU,1T.BUILT UP
986,0000505138,B 9304 TEX,1.KUBIKASI
987,0000505138,B 9118 TEV,1.KUBIKASI
988,0000505138,B 9047 TEY,BUILT UP
989,0000505138,B 9611 TEX,KUBIKASI
990,0000503421,B 9634 PEU,BU/20CT02/RIKI
991,0000502019,B 9157 BCN,2T.BUILT UP
992,0000505138,B 9285 TXT,1T.BUILT UP
993,0000502019,B 9157 BCN,2T.BUILT UP
994,0000505138,B 9285 TXT,1T.BUILT UP
995,0000505138,B 9494 TEV,1.KUBIKASI
996,0000503421,B 9802 PEU,1T.BUILT UP
997,0000503421,B 9660 PEU,BU/25CJ01/HASAN
998,0000505138,B 9304 TEX,1.KUBIKASI
999,0000501246,B 9842 BXR,1T.BUILT UP
1000,0000505138,B 9427 TXT,1.KUBIKASI
1001,0000503421,B 9772 PEU,BU/20CT02/RIKI
1002,0000505138,B 9611 TEX,KUBIKASI
1003,0000503421,B 9956 PXR,1T.BUILT UP
1004,0000505138,B 9872 TEW,1.KUBIKASI
1005,0000505138,B 9304 TEX,1.KUBIKASI
1006,0000503421,B 9772 PEU,BU/20CT02/RIKI
1007,0000505138,B 9062 TEY,1.KUBIKASI
1008,0000505138,B 9797 TEV,1.KUBIKASI
1009,0000503421,B 9691 PEU,1BUILT UP
1010,0000503421,B 9290 PXS,1T.BUILT UP
1011,0000503421,B 9955 PXR,1T.BUILT UP
1012,0000503421,B 9956 PXR,2T.BUILT UP
1013,0000505138,B 9409 TEV,BU/25CT02/RIKI
1014,0000503421,B 9660 PEU,1T.BUILT UP
1015,0000505138,B 9048 TEX,1T.BUILT UP
1016,0000503421,B 9802 PEU,1T.BUILT UP
1017,0000503421,B 9530 PEU,1T.BUILT UP
1018,0000505138,B 9754 TEX,1.KUBIKASI
1019,0000505138,B 9797 TEY,1T.BUILT UP
1020,0000503421,B 9955 PXR,1T.BUILT UP
1021,0000501246,B 9356 BEU,1T.BUILT UP
1022,0000505138,B 9105 TXT,1.KUBIKASI
1023,0000505138,B 9299 TEX,
1024,0000505138,B 9047 TEY,BUILT UP
1025,0000503421,B 9690 PEU,1T.BUILT UP
1026,0000505138,B 9797 TEY,1T.BUILT UP
1027,0000505138,B 9357 TXT,BU/18CT08/ANDRI
1028,0000501246,B 9356 BEU,1T.BUILT UP
1029,0000505138,B 9357 TXT,BU/18CT08/ANDRI
1030,0000501246,B 9689 UEW,BUILT UP
1031,0000505138,B 9497 TXT,1.KUBIKASI
1032,0000505138,B 9304 TEX,1.KUBIKASI
1033,0000503421,B 9279 PXS,1T.BUILT UP
1034,0000505138,B 9486 TXT,1.KUBIKASI
1035,0000503978,B 9807 UEW,BUILT UP
1036,0000505138,B 9611 TEX,1T.BUILT UP
1037,0000501246,B 9356 BEU,1T.BUILT UP
1038,0000503421,B 9955 PXR,1T.BUILT UP
1039,0000501246,B 9636 BEU,1T.BUILT UP
1040,0000505138,B 9064 TXT,BUILT UP
1041,0000501246,B 9192 BEU,1T.BUILT UP
1042,0000505138,B 9797 TEY,1.KUBIKASI
1043,0000505138,B 9770 TEX,BUILT UP
1044,0000505138,B 9304 TEX,1.KUBIKASI
1045,0000501246,B 9635 BEU,1T.BUILT UP
1046,0000503421,B 9691 PEU,1T.BUILT UP
1047,0000505138,B 9304 TEX,1.KUBIKASI
1048,0000503421,B 9530 PEU,1T.BUILT UP
1049,0000505138,B 9490 TEX,1.KUBIKASI
1050,0000505138,B 9426 TEV,1.KUBIKASI
1051,0000505138,B 9424 TEX,BU/25JT08/INDRA
1052,0000501246,B 9342 UVX,BU/GBCT01/RIKI
1053,0000502019,B 9640 AU,BU/GTCT01/RIKI
1054,0000505138,B 9497 TXT,1.KUBIKASI
